Title,Authors,Pages,Access,URL,Abstract,PubDate,DOI,Citations,ParsedDate
Crack Parameter Determination Based on Multiple-Window Matching Strategy and Crack Grid Geometry Analysis,"Tong, Xiaohua; Gao, Sa; Ye, Zhen; Chen, Peng; Liu, Shijie; Xie, Huan; Liu, Xianglei; Hong, Zhonghua; Zhang, Dezhi; Yang, Jun; Song, Yanfeng; Lv, Hongpeng; Cao, Dong",pp. 551-562(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000009/art00008;jsessionid=7089s3elc130c.x-ic-live-03,"Accurate deformation measurement of building materials has consistently been a focal point of research within the field of material testing. This paper proposes a robust 3D crack parameter estimation approach to measure the crack propagation characteristics of concrete pillars under compression testing. Through the use of an improved multiple-window matching strategy and other advanced image processing algorithms, the precise positional information of speckle target points can be calculated in speckle image sequences. 3D point cloud data and full-field deformation of target points on the concrete pillar surface can be further calculated through photogrammetric analysis and spatiotemporal analysis, respectively. Finally, a robust crack estimation algorithm based on grid geometry analysis is proposed to extract accurate crack parameters in the presence of complex speckle texture interference. To verify the superiority and reliability of the proposed approach, both a simulation test and an empirical test were conducted. The experimental results, including positional comparisons with previous matching strategies and displacement comparisons with third-party equipment, corroborate the effectiveness of our method.",,,0,2025-09-01
Hierarchical Multi-Scale Cross Interaction Network for Enhanced Hyperspectral Image Classification,"Feng, Yuting; Yang, Lina; Wu, Thomas; Huang, Youju",pp. 495-507(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000008/art00010;jsessionid=3qfmtrbm2rj7l.x-ic-live-02,"The significance of hyperspectral image classification lies in its ability to discern subtle differences between materials, making it essential in fields such as agriculture, mineral exploration, and urban planning. Convolutional neural networks (CNNs) and transformer-based methods have become standard for hyperspectral imagery classification, with hybrid approaches gaining popularity. Yet, these methods often lack efficient interaction between the features extracted by CNNs and transformers. To address this, we propose the hierarchical multiscale cross interaction network (HMCI-Net), which leverages both CNNs and transformers to enhance classification accuracy. The CNN branch extracts local spatial-spectral features, and the transformer branch captures global spectral information, allowing the network to model long-range dependencies and complex correlations. Additionally, HMCI-Net incorporates a hierarchical multi-scale feature extraction module and a multi-view feature fusion module, further improving its ability to extract fine-grained, multi-perspective features. Extensive experiments on four benchmark hyperspectral data sets—Indian Pines, Pavia University, WHU-Hi-LongKou, and Houston2013—demonstrate that HMCI-Net outperforms existing methods, achieving an average improvement of 6.24% in average accuracy, 6.14% in kappa coefficient, and 5.55% in overall accuracy. Specifically, HMCI-Net achieves significant gains, with overall accuracy higher by 8.86%, 4.34%, 4.44%, and 4.42% on Indian Pines, Pavia University, WHU-HiLongKou, and Houston2013, respectively. Similarly, average accuracy is higher by 10.57%, 4.94%, 5.65%, and 4.81% for Indian Pines, Pavia University, WHU-Hi-LongKou, and Houston2013, respectively; kappa coefficient is higher by 10.39%, 4.88%, 4.70%, and 4.60%, respectively, on these data sets. The code and data set for this paper can be accessed at: https://github.com/codemanvon30/HMCI_Net.",,,0,2025-08-01
Combined Use of Satellite Observations and the RIM for Assessing Recovery from Natural Disasters,"Cao, Changyong; Wang, Wenhui; Bai, Yan; Shao, Xi; Uprety, Sirish; Qiu, Hong-Lie",pp. 407-417(11),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00010;jsessionid=1qoo44coqc4mt.x-ic-live-02,"In this study, we explore using satellite observations to assess community recovery from natural disasters such as fires and hurricanes, supplementing the Resilience Inference Model (RIM). The RIM model has been successfully used to quantify recoveries from hurricanes along the Gulf Coast, but it relies on long-term population changes over years or decades. Our approach integrates satellite observations to enhance recovery assessment with a shorter latency of weeks or months. Using fire, vegetation, and night light data from the Visible Infrared Imaging Radiometer Suite (VIIRS) with daily global observations, Sentinel-2, Landsat-8, and Geostationary Operational Environmental Satellite/Advanced Baseline Imager, we quantitatively evaluate fire intensity, light outage, and urban greenness changes, along with subsequent recovery, focusing on the 2023 Maui fire and selected hurricane cases along the Gulf Coast. This approach complements the RIM model by introducing quantifiable physical parameters with shorter latency, particularly beneficial in areas where census data are either unavailable or unreliable.",,,0,2025-07-01
Phase Center Extraction of Corner Reflector Points in Single-Look Complex Image,"Zhao, Ruishan; Yu, Zhi; Wang, Libo; Chen, Chunsen; Huang, Wenchao; Dai, Jiguang",pp. 371-381(11),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000006/art00015;jsessionid=1oli2sde03kjw.x-ic-live-02,"The geometric calibration accuracy of the Synthetic Aperture Radar (SAR) system is affected by the extraction accuracy of Corner Reflector (CR) points in a Single-Look Complex (SLC) image. There are some problems in traditional artificial extraction methods for CR points, such as the difficulty of identifying CR points without prior knowledge, low efficiency, and limited extraction accuracy. An extraction method of the phase center for CR points without prior knowledge was proposed in this paper through the construction of a geometric error compensation model for SAR images and the study of high precision fitting methods of the phase center for CR points. The effectiveness of the proposed method was verified by the Gaofen-3 (GF-3) satellite image data. Experimental results demonstrated that the extraction accuracy of CR points could be better than 0.2 pixel for GF-3 images.",,,0,2025-06-01
Leadership in COVID-19: Mitigation Strategies across Top 30 Gross Domestic Product Countries,"Ozdenerol, Esra; Bingham-Byrne, Rebecca Michelle",pp. 433-442(10),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00014;jsessionid=1qoo44coqc4mt.x-ic-live-02,"This study analyzes COVID-19 response strategies in the top 30 gross domestic product countries from the first case until 30 September 2021, a period marked by increased vaccinations, the dominance of the Delta variant, and changing public health measures. We examined which mitigation efforts effectively reduced new cases and the viral reproduction rate. Vaccination policies, movement restrictions, and mask mandates were critical in reducing cases per million, while testing, public information, income support, and contact tracing were crucial for lowering the viral reproduction rate. Vaccination policies did not significantly affect the reproduction rate during implementation. The gender of leaders showed no significant effect on cases, deaths, or excess mortality, though female leaders generally implemented fewer isolation days and prioritized additional measures like movement restrictions and stay-at-home orders.",,,0,2025-07-01
An Efficient Irregular Texture Nesting Method via Hybrid NFP-SADE with Adaptive Container Resizing,"Lou, Liyuan; Li, Wanyun; Yu, Jingle; Wang, Xin; Zhan, Zongqian",pp. 681-691(11),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000011/art00008;jsessionid=5mho1n1q3hadi.x-ic-live-03,"Efficient irregular texture nesting, which is necessary for improving the efficiency of texture mapping and 3D model rendering, especially for large-scale 3D reconstruction tasks, has emerged as a critical research topic in the fields of photogrammetry, computer graphics, and computer vision. However, persistent inefficiencies and high computational costs in existing texture nesting algorithms pose significant challenges when dealing with vast quantities of irregularly shaped texture patches. To solve this problem, this work presents an efficient and well structured texture nesting for reorganizing irregular textures in a space efficient and time efficient way. More specifically, a hybrid optimization approach that integrates an enhanced no fit polygon (NFP) method with an improved simplified atavistic differential evolution (SADE) algorithm is proposed. The canonical SADE is reformulated, tailored for texture nesting optimization, and a novel self-adaptive container resizing strategy is used to surpass traditional NFP approaches in polygon processing efficiency. The experimental results demonstrate that the proposed method significantly improves irregular texture nesting efficiency, achieving speed improvements of up to 5.44 times compared with the common genetic algorithm–based method and 5.21 times over the simulated annealing–based method. Furthermore, it consistently improves space use by approximately 6.56%, indicating a more effective layout strategy and optimized resource use. Code is available at https:// github. com/louliyuan/NFP-SADE-With-Adaptive-Container-Resizing.",,,0,2025-11-01
A Novel Multi-level Feature Collaborative Matching Network for Optical and Synthetic Aperture Radar Image Registration,"Pang, Bo; Wang, Lei; Wei, Bo; Zhu, Wenlei; Gao, Haiyun",pp. 753-761(9),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000012/art00011;jsessionid=1ipqro8bok43i.x-ic-live-02,"Due to the complementary characteristics of synthetic aperture radar (SAR) and optical images, image registration as a prerequisite for their information fusion has received increasing attention. Currently, learning-based methods can better handle the significant radiometric and geometric differences between optical and SAR images compared to traditional registration approaches, but they still have limitations in distinguishing difficult samples, making high-precision registration a remaining challenge. To address these challenges, this paper proposes a multi-level feature collaborative matching network (MFC-Net) that effectively integrates high-level abstract features and low-level spatial features for precise registration. Furthermore, a novel dual-dimension joint attention module (DDJA) is designed to dynamically capture feature dependencies across both channel and spatial dimensions, enhancing cross-modal feature consistency and improving matching performance. Additionally, to address the problem of similarity between hard positive and negative samples caused by high-precision registration requirements, a dynamic differentiation factor is introduced at the loss function level, enabling the model to better distinguish between these similar samples in training. Extensive experiments conducted on the WHU-OPT-SAR data set and WHU-SENCity data set demonstrate that the proposed MFC-Net outperforms state-of-the-art methods in both matching accuracy and precision, validating its superiority in cross-modal image registration tasks.",,,0,2025-12-01
Novel Spatiotemporal ConvLSTM-Based Cellular Automata Model for Simulating Urban Expansion,"Zhou, Ye; Qiu, Yu; Wu, Tao; Lv, Laishui",pp. 715-726(12),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000011/art00013;jsessionid=5mho1n1q3hadi.x-ic-live-03,"Accurately capturing and simulating the spatiotemporal dynamics of urban expansion remains a persistent challenge in urban planning and environmental management. Traditional machine learning methods often struggle to capture the complexity of spatial features and the multi-scale spatiotemporal dynamics involved in deriving the transition rules of cellular automata (CA), making it difficult to balance detailed local expansion with broader overall trends during the urban expansion simulation process. To address these challenges, we propose a novel spatiotemporal CA model based on the convolutional long short-term memory (ConvLSTM) neural network. This model, termed ST-ConvLSTM-CA, simultaneously enhances critical spatial features and incorporates multi-scale spatiotemporal features by integrating the shuffle attention mechanism and a spatiotemporal expression (SE) block into the ConvLSTM architecture. First, the channel dimensions of spatial features are grouped and channel spatial attention is performed in parallel, allowing for efficient fusion and weighting of key spatial features with minimal computational cost. Second, the SE module is used to integrate the multi-scale information within ConvLSTM cells, enhancing the representation of neighborhood details across different spatial granularities and capturing dynamic temporal features. Finally, the improved model generates conversion probability maps, which are used by the CA model to simulate time series urban expansion maps. Using the urban agglomerations of the Guangdong-Hong Kong-Macao Greater Bay Area, the Yangtze River Delta, and Beijing-Tianjing-Tangshan as case studies, results show that ST-ConvLSTM-CA achieves the highest accuracy across all three regions. This demonstrates its robust adaptability to complex spatiotemporal data and superior predictive performance.",,,0,2025-11-01
Convolutional Neural Networks for Land Use and Land Cover Multi-class Maps from Historical Aerial Photographs,"Kostrzewa, Adam",pp. 631-645(15),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00011;jsessionid=3co9c5gsl9nev.x-ic-live-03,"Historical maps that describe past land use and land cover (LULC) forms can be a precious source of information in many scientific fields studying long-term spatial and temporal changes in the landscape. Such repositories were created manually in small areas in the past, which was a time-consuming and labor-intensive task. Recently, there has been a growing tendency to use machine learning models for this purpose, along with deep learning methods. However, having a massive amount of labeled data is necessary for these methods to train the networks. Training data are often manually labeled, posing a significant challenge and limiting the automation of these methods. This article presents a method that uses topographic databases to extract complex multi-class maps representing LULC from historical aerial photographs, eliminating the time-consuming data labeling step. The method uses transfer learning with a pretrained model on 2020 and 2014 data and attempts to reconstruct LULC types with the same convolutional neural network (CNN) network on archived images from 2006. The experiment covered 488 km2and included seven LULC classes. The method was tested using different CNN architectures (U-Net, Pyramid Scene Parsing Network [PSPNet], and LinkNet) with backbones (ResNeXt+SE, EfficientNet, and Inception). The PSPNet‐EfficientNet‐b7 network model achieved the best results, with 90% overall accuracy for predicting LULC classes based on the 2006 archived aerial images.",,,0,2025-10-01
ETF-MNet:A Multi-Scale Fusion Network for Enhancing Target Features for Remote Sensing Images,"Shan, Huilin; Wang, Shuoyang; Hu, Yuxiang; Chen, Xin; Wu, Xinyue; Zhang, Yinsheng",pp. 787-797(11),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000012/art00017;jsessionid=1ipqro8bok43i.x-ic-live-02,"In response to the challenges of dense target distribution, significant scale variations, and limited feature information for small objects in remote sensing images, this paper introduces a multi-scale fusion network with enhanced target features. Initially, a multi-layer feature aggregation module is constructed within the backbone network to enhance the capability of feature extraction. Subsequently, a multi-channel feature fusion module is implemented in the neck portion of the network to effectively capture cross-channel information and further enhance the expressive power of features at different scales. Moreover, a bi-directional multi-scale feature fusion module is proposed as a mechanism for feature fusion, using top-down and bottom-up fusion strategies to facilitate information interaction among features at different levels. Finally, in the detection layer, a fractional Fourier transform is applied to the image to extract additional feature information, which, combined with convolutional operations, improves the accuracy of small object detection. To validate the effectiveness of the proposed method, experiments were conducted on the data set for object detection in aerial images and Northwestern Polytechnical University very high resolution 10 data sets. The average detection accuracy achieved was 78.7% and 95.4%, respectively. Computational complexity was measured at 95.6 G, and the overall model size was 30.7 M. These results demonstrate that the proposed method excels at high detection accuracy, low computational complexity, and strong feature representation capability. It effectively improves the detection accuracy of small objects in remote sensing images, thereby enhancing the overall performance of small object detection in remote sensing imagery.",,,0,2025-12-01
RSIDetNet: An Efficient Oriented Small Object Detection Model for Remote Sensing Images Based on Cross-Scale Feature Fusion and Large Kernel Decomposition,"Kang, Zizhuang; Han, Yihui; He, Bing; Jia, Mingquan; Luo, Wen; Fu, Ying; He, Wei",pp. 23-34(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000001/art00007;jsessionid=c89kft5md6pb.x-ic-live-02,"Small object detection in remote sensing images is crucial for maximizing data utility, but small objects face challenges due to their limited pixel coverage, low resolution, and susceptibility to background noise. This paper proposes an orientated small object detection model for remote sensing images based on cross-scale feature fusion and large kernel decomposition. The model consists of four main components: the image feature extraction module, the multi-scale feature fusion module, the cross-fusion region proposal network for generating candidate regions, and the dual detection head for predicting target categories and rotating bounding boxes. Experiments are conducted on two datasets, SODA‐A and HRSC‐2016, and the results show that the proposed model improves the mean average precision (mAP) by at least 6.3% over classical 1‐stage models and by at least 2.6% over classical 2‐stage model. In particular, when detecting very small objects (area less than 144 pixels), the mAP value is as high as 17.2%, which is a significant improvement compared with other models, indicating that it is very effective in dealing with the difficult task of small object detection.",,,0,2026-01-01
Comparison of Intertidal Terrain Extraction Methods Based on ICESat‐2 and Tidal Data,"Chen, Deliang; Lu, Zixuan; ZhuangJianbo Xiao, Qizhi; Xiao, Jianbo; Chen, Song; Cheng, Liang",pp. 35-47(13),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000001/art00008;jsessionid=c89kft5md6pb.x-ic-live-02,"The intertidal zone is a transitional area between land and sea, characterized by both marine and terrestrial features, with rich resources in mudflats. Accurately mapping the intertidal topography and understanding its dynamic characteristics are of great significance. In this study, Sentinel-2 imagery was used, combined with tidal data and ICESat‐2 data, respectively. Four methods–the waterline method, the inundation frequency method, random forest regression, and the long short-term memory (LSTM) model–were applied to extract intertidal topography in the large radial sand ridges along the Jiangsu coast. When validated with ICESat‐2 data and unmanned aerial vehicle (UAV) data, the root mean square error (RMSE) values of all four methods combined with ICESat‐2 data were lower than those combined with tidal data. Using ICESat‐2 data for validation, the waterline method combined with ICESat‐2 data achieved the lowest RMSE of 0.218 m. When validated with UAV data, the inundation frequency method combined with ICESat‐2 data yielded the lowest RMSE of 0.864 m. From 2020 to 2024, the intertidal zone in this region was initially dominated by erosion, followed by deposition, ultimately reaching a dynamic equilibrium. This study achieved two objectives: (1) under identical area conditions using the same image data and two elevation data, four different methods were validated to compare their topographic extraction performance and identify the optimal approach; and (2) the optimal method was applied to generate multi-temporal topographic results of a local intertidal zone along the Jiangsu coast, analyzing terrain change in the region.",,,0,2026-01-01
Optimized 3D Building Mapping and Reconstruction via Cross-View Collaboration in Densely Built-Up Areas,"Tang, Shengjun; Chen, Yujie; Yu, Tian; Li, You; Xie, Linfu; Wang, Weixi; Guo, Renzhong",pp. 49-63(15),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000001/art00010;jsessionid=c89kft5md6pb.x-ic-live-02,"High-precision urban three-dimensional (3D) point clouds can be effectively generated using airborne oblique photogrammetry and lidar scanning. However, due to occlusions from dense building layouts and vegetation, existing airborne acquisition methods often struggle to capture complete building geometries. This incompleteness poses serious challenges for applications such as urban planning, smart city management, and autonomous navigation, which require structurally complete and accurate 3D data. To address this limitation, this paper proposes a novel cross-view collaborative surveying framework that integrates aerial and ground-based data collection for precise and efficient 3D reconstruction of urban buildings. The framework begins by performing automated building completeness detection on aerial point clouds using a multi-layer slice projection algorithm, which enables accurate identification of missing regions in both point-wise and surface-wise forms. These detected deficiencies are then used to guide the generation of optimized ground-based supplementary acquisition routes, incorporating a global-local planning mechanism and a multi-objective technologies for autonomous robot exploration (TARE) strategy to enable autonomous and adaptive data collection. Comprehensive experiments were conducted in both simulated and real-world urban environments. Evaluation metrics focused on point cloud completeness and 3D reconstruction accuracy. The results demonstrate that the proposed method significantly enhances the completeness of building point clouds, achieving an average detection accuracy above 90%, while also reducing reconstruction error by up to 65% in complex urban scenarios. The proposed method provides a valuable tool for urban mapping professionals, autonomous systems, and digital city infrastructure developers who depend on high-quality 3D building models.",,,0,2026-01-01
MRTD-Based Effective Range Analysis of Airborne Infrared Imaging Systems for Ship Detection: Optimization of the Calculation for Operational Range Through an Improved MRTD Model,"Yan, Peng; Tian, Yuyang; Ling, Xiao; Zhu, Kaikai; Sheng, Qinghong; Wang, Bo; Li, Jun; Liu, Xiang; Xu, Xiao",pp. 623-630(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00010;jsessionid=3co9c5gsl9nev.x-ic-live-03,"When the airborne infrared imaging system detects ships, significant variations in environmental temperature are often observed. In the existing calculation models for the operating range, the factor of environmental temperature has not been taken into account. However, when the environmental temperature changes, it will affect the variation of the minimum resolvable temperature difference (MRTD) of the system, resulting in a relatively large deviation in the prediction of the operating range of the airborne infrared imaging system. To address this crucial technical challenge, this study systematically established the relationship formula of the MRTD under different temperatures. By integrating with the improved theoretical model of MRTD, a calculation method for the operating range that takes environmental temperature into consideration was developed to accurately determine the operating range of the airborne infrared imaging system. Comparative experimental studies focusing on ships show that, compared with traditional methods, the prediction deviation of the proposed method is significantly reduced, with an average reduction of 10.1%.",,,0,2025-10-01
A Lightweight YOLO-Based Algorithm for Digital Target Recognition Integrating Positional Enhancement and Morphological Processing,"Wang, Sheng; Zheng, Nae; Lv, Pinpin; Gao, Tian",pp. 65-72(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000001/art00011;jsessionid=c89kft5md6pb.x-ic-live-02,"Target detection is vital for modern military applications, yet deploying deep learning models on resource-limited edge devices remains challenging. Existing lightweight models often exhibit poor boundary localization and low digit recognition accuracy, falling short of real-time and precision requirements. This paper introduces a lightweight YOLO-based algorithm enhanced with a novel positional mechanism and morphological processing. The key component, a position-enhanced feature pyramid network (Enhanced-FPN), fuses shallow high-resolution and deep semantic features to improve localization accuracy. A ShuffleNetv2 backbone ensures low computational overhead, while a postdetection module applies morphological processing to robustly extract digit contours and orientation. Evaluated on a custom military data set, the model achieves 49.92% mean average precision at a 50% intersection over union threshold (mAP50) at 11.24 frames/second on an edge device–improving accuracy by 7.02 points and speed by 12.8% over the Yolo-FastestV2 baseline, with a comparable 0.11 GFLOP (Giga Floating Point Operations per second) cost. These results highlight the method’s effectiveness for real-time, high-precision target recognition in constrained environments.",,,0,2026-01-01
Mapping the Future: Critical Geospatial Trends for 2026,"Abdullah, Qassim",pp. 87-90(4),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000002/art00002;jsessionid=a3wsiwb38p4q.x-ic-live-01,"The geospatial mapping sector is experiencing a period of significant technological evolution, propelled by breakthroughs in advanced sensors, sophisticated processing software, increased automation, and the widespread integration of artificial intelligence. And what’s most interesting is that the biggest breakthroughs are not loud revolutions ‐ they’re quiet, steady advances reshaping how we map, measure, and understand the world.",,,0,2026-02-01
Graph Neural Network-Based Land Cover-Classification of Remote Sensing Images Using Multi-Scale and Depth Features,"Liu, Jiexi; Xie, Zhiwei; Sun, Lishuang; Liu, Ruizhao",pp. 123-140(18),,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000002/art00014;jsessionid=a3wsiwb38p4q.x-ic-live-01,"Remote sensing land-cover classification can provide valuable data support for natural resource management. Existing classification methods based on graph-neural networks rely mainly on the global features and non-Euclidean structural features of image objects without considering the local features that describe their internal structures and the raster-depth features in the form of Euclidean structures. To this end, this paper presents a multi-scale and deep-feature, remote sensing???image land cover???classification method that embeds raster-depth features into node features and captures multi-scale graph-embedding information from global graphs and subgraphs to fully express image information. The depth-feature map of the image is obtained through a visual geometry Group 16???layer network and integrated into the feature space. The fractal network evolution algorithm is adopted to obtain multi-scale image objects. Global-scale features such as spectral, texture, index, and raster-depth features of the image objects are extracted, and local-scale features (e.g., average degree, average path length, graph diameter, average clustering coefficient, small-world effect) of the subgraphs are extracted to construct multi-scale depth features. The composite global graph structure is constructed by adopting adaptive weights, the graph embeddings are extracted via the graph convolutional network, and the node categories are predicted via SoftMax. For the Gaofen Image Dataset (GID‐15, a public benchmark dataset for land cover classification) and the 2017 China Computer Federation Remote Sensing Image Classification Dataset (CCF 2017, released in the 2017 China Computer Federation Big Data and Computational Intelligence Contest), as compared with the traditional method that considers only the global scale and the single-graph structure, this method improves the overall accuracy by 3.83% and 3.46%, respectively, and increases the kappa coefficient by 0.0681 and 0.0637, respectively, which indicates its effectiveness.",,,0,2026-02-01
An Efficient Multi-Scale Transformer Network with Fusion-Attention for Point Cloud-Semantic Segmentation in Urban Environments,"Guo, Bo; Huang, Zhihai; Tang, Shengjun; Wambugu, Naftaly; Guo, Wenchao; Wang, Ruisheng; Deng, Xiaolong; Hay-Man Ng, Alex",pp. 109-122(14),,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000002/art00013;jsessionid=a3wsiwb38p4q.x-ic-live-01,"This article investigates point-cloud segmentation, which is crucial but challenging for scene interpretation, especially for three-dimensional (3D) urban scenes at a city scale. Compared with the previous approaches, the proposed method gains a competitive advantage by leveraging an efficient multi-scale transformer, which complements the convolution in a hierarchical network to improve the representation ability with globally contextual information. More specifically, to address the problem of quadratic complexity that hinders large-scale point-cloud processing, a lightweight attention module with linear complexity is introduced by sequentially implementing channel and spatial attention to replace quadratic dot-product attention. Based on this lightweight attention module, an encoder based on a transformer is implemented to aggregate the feature sequence within a scale into a learnable token. To improve the efficiency of integrating information of multiple scales with no inductive bias, fusion attention is proposed, using only learned tokens to calculate the query, in which the complexity of the attention map can be bounded to be linear. The fusion-attention module is embedded in the multi-scale transformer to further expand the receptive field. The proposed method extends the previous hierarchical networks of point-cloud processing by incorporating the detailed information extracted via convolution and the globally contextual information extracted by the multiscale transformer to greatly improve the representative ability of features for the accurate segmentation of point-cloud data. Two benchmark datasets (Dayton Annotated LiDAR Earth Scan [DALES] and Toronto3D) were used to assess the proposed method. This method achieved an improvement of approximately 1.5% in mean intersection over union for semantic segmentation on the DALES dataset compared with the state-of-the-art methods. Meanwhile, an ablation study showed that consistent improvements were mainly attributed to the wide applicability of the efficient attention mechanism for enlarging the receptive field.",,,0,2026-02-01
Probabilistic Uncertainty-Guided Salient Object Detection in Remote Sensing Images,"Yang, Wei; Chen, Xuhui; Huang, Andong; Yao, Yongxiang; Li, Hongli; Wang, Ying",pp. 141-153(13),,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000002/art00015;jsessionid=a3wsiwb38p4q.x-ic-live-01,"Salient object detection holds significant application value in fields such as agricultural monitoring, disaster assessment, and urban planning, providing critical support for precise decision-making. Existing deep learning???based detection methods often rely on nonlinear mappings to perform binary classification of pixels. However, considerable uncertainty often occurs in areas where objects and backgrounds are alike because of lighting variations, shadow effects, and similar object interference. This uncertainty negatively affects the detection performance, especially at pixels near the decision boundary. To address this issue, a remote sensing salient object-detection method is proposed based on probabilistic uncertainty assessment (uncertainty guided network [UGNet]). First, a multi-scale encoder‐decoder framework with deep supervision is designed for the uncertainty calculation of confusing features. It uses high-level semantic features as guidance to enhance the ability to distinguish confusing features. Then, an uncertainty estimation mapping module is constructed, which uses Gaussian distribution to weight uncertain pixels, thereby improving the semantic distinction in confusing regions. A multi-scale focus fusion module is then introduced to integrate global and local information, reducing the uncertainty of multi-scale confusing features. Finally, multi-scale deep supervision is used to enhance the accuracy of salient object detection. Experimental results on two public data sets, optical remote sensing saliency detection and extended optical remote sensing saliency detection, demonstrate that the proposed UGNet outperforms 18 mainstream methods, with significantly improved detection performance. The code is available at https://github.com/OrangeCat12352/UGNet.",,,0,2026-02-01
Accuracy Evaluation of Airborne and Terrestrial Point Cloud Registration,"Arastounia, Mostafa",pp. 155-166(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000002/art00017;jsessionid=a3wsiwb38p4q.x-ic-live-01,"Terrestrial laser scanners (TLS) and drones have revolutionized mapping in recent years. However, neither can fully cover large sites since scanners miss objects’ topmost parts and drones fail to capture objects’ vertical elements. Therefore, there is a need to integrate their data to provide complete coverage of sites. This study aims to inspect the accuracy of combining such terrestrial and airborne point clouds. To this end, data of three sites were collected using a TLS and a drone and processed separately. Airborne data were georeferenced using ground control points, but terrestrial data were not georeferenced intentionally so that it could be scaled, shifted, and rotated freely in 3D space to fit the airborne data more closely. Then, nonlinear least squares adjustment was applied for this coordinate transformation, and the results were assessed both visually and quantitatively. No major gap or misalignment between two data types could be visually identified after integration. For quantitative analysis, the root mean square error (RMSE), the change in flatness and orientation of some areas after data integration were computed. The results indicate the maximum RMSE, flatness, and orientation change were 0.037 m, 0.01 m, and 37 arcminutes, respectively, suggesting that integration error was within the allowable tolerance. Statistical significance testing was also applied to the obtained results indicating, with a 99% significance level, that the average flatness did not change after data integration, and the average orientation change was less than 15 arcminutes for all test areas.",,,0,2026-02-01
"Review of NASA Earth Observations, Recent Science, and Practical Applications","Uz, Stephanie Schollaert; Anyamba, Assaf",pp. 213-219(7),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000003/art00011;jsessionid=qf5ojetiaami.x-ic-live-03,"Freely available government satellite observations enable scientists to monitor changes across the Earth system. Calibrated and validated global satellite data have advanced our understanding of interactions within and between the energy, carbon, and water cycles. In addition to answering fundamental science questions, these environmental indicators are also used to inform practical decisions relevant to agriculture, health, renewable energy, infrastructure, and more. Assimilating satellite observations into models fills data gaps and provides predictive tools. Partnering with other organizations to reach new communities and combining environmental data with sector-specific data increases its utility and societal benefit. Additionally, under the principles of open science, government agencies are working together to make useful information derived from global observations, both data and software tools, more easily accessible. This paper reviews recent NASA Earth satellite missions, highlights a few examples of science discoveries and practical applications, and describes new activities and directions.",,,0,2026-03-01
Remote Sensing’s Role in Assessing the Risks of Climate Extremes,"Carbone, Gregory J.",pp. 221-229(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000003/art00013;jsessionid=qf5ojetiaami.x-ic-live-03,"Drought, extreme precipitation, and urban heat represent climate extremes with significant consequences to environment and society. There are uncertainties associated with the patterns of each, the driving factors that influence these patterns, and their eventual effects. This paper documents how the science and data provided by the remote sensing and Geographic Information Science (GIScience) community have reduced some of these uncertainties. For more than a half-century, observations and spatial analysis have revealed important patterns and processes of these extremes and the setting in which they occur. The current explosion of data and of the tools to manage and process it are required to address increasingly complex global challenges.",,,0,2026-03-01
