Title,Authors,Pages,Access,URL,Abstract,Citations
UAS-Based Multi-Temporal Rice Plant Height Change Prediction,"Lin, Yuanyang; He, Jing; Liu, Gang; Mou, Biao; Wang, Bing; Fu, Rao",pp. 301-310(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00011;jsessionid=3n3a18g7jl9hf.x-ic-live-01,"Analyzing rice growth is essential for examining pests, illnesses, lodging, and yield. To create a Digital Surface Model (DSM ) of three important rice breeding stages, an efficient and fast (compared to manual monitoring) Unoccupied Aerial System was used to collect data. Outliers emerge in DSM as a result of the influence of environ- ment and equipment, and the outliers related to rice not only affect the extraction of rice growth changes but are also more challenging to remove. Therefore, after using ground control points uniform geodetic level for filtering, statistical outlier removal (SOR ) and quadratic surface filtering (QSF ) are used. After that, differential operations are applied to the DSM to create a differential digital surface model that can account for the change in rice plant height. Comparing the prediction accuracy before and after filtering: R2= 0.72, RMSE = 5.13cm, nRMSE = 10.65% for the initial point cloud; after QSF, R2= 0.89, RMSE = 2.51cm, nRMSE = 5.21%; after SOR, R2= 0.92, RMSE = 3.32cm, nRMSE = 6.89%. The findings demonstrate that point cloud filtering, particularly SOR, can increase the accuracy of rice monitoring. The method is effective for monitoring, and after filtering, the accuracy is sufficiently increased to satisfy the needs of growth analysis. This has some potential for application and extension.",
Spherical Hough Transform for Robust Line Detection Toward a 2D–3D Integrated Mobile Mapping System,"Zhang, Daiwei; Xu, Bo; Hu, Han; Zhu, Qing; Wang, Qiang; Ge, Xuming; Chen, Min; Zhou, Yan",pp. 311-320(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00012;jsessionid=3n3a18g7jl9hf.x-ic-live-01,"Line features are of great importance for the registration of the Vehicle-Borne Mobile Mapping System that contains both lidar and multiple-lens panoramic cameras. In this work, a spherical straight- line model is proposed to detect the unified line features in the panoramic imaging surface based on the Spherical Hough Transform. The local topological constraints and gradient image voting are also combined to register the line features between panoramic images and lidar point clouds within the Hough parameter space. Experimental results show that the proposed method can accurately extract the long strip targets on the panoramic images and avoid spurious or broken line-segments. Meanwhile, the line matching precision between point clouds and panoramic images are also improved.",
Blind and Robust Watermarking Algorithm for Remote Sensing Images Resistant to Geometric Attacks,"Ren, Na; Pang, Xinyan; Zhu, Changqing; Guo, Shuitao; Xiong, Ying",pp. 321-332(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00013;jsessionid=3n3a18g7jl9hf.x-ic-live-01,"To address the problem of weak robustness against geometric attacks of remote sensing images' digital watermarking, a robust watermark- ing algorithm based on template watermarking is proposed in this paper, which improves the robustness of digital watermarking against geometric attacks by constructing stable geometric attack invari- ant features. In this paper, the Discrete Fourier Transform domain template watermark is used as the invariant feature against geometric attacks, and the embedding of the cyclic watermark is used to improve the watermark robustness for recovering the watermark synchroniza- tion relationship. To achieve blind extraction of the watermark, a parameter extraction method based on noise extraction is designed. The experimental results demonstrate that the proposed method can effectively improve the robustness of digital watermarking of remote sensing images against geometric attacks. Meanwhile, it can also resist common image processing attacks and compound attacks.",1
GPU-Accelerated PCG Method for the Block Adjustment of Large-Scale High-Resolution Optical Satellite Imagery Without GCPs,"Fu, Qing; Tong, Xiaohua; Liu, Shijie; Ye, Zhen; Jin, Yanmin; Wang, Hanyu; Hong, Zhonghua",pp. 211-220(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000004/art00008;jsessionid=5ct67or1rhv49.x-ic-live-02,"The precise geo-positioning of high-resolution satellite imagery (HRSI) without ground control points (GCPs) is an important and fundamental step in global mapping, three-dimensional modeling, and so on. In this paper, to improve the efficiency of large-scale bundle adjustment (BA), we propose a combined Preconditioned Conjugate Gradient (PCG) and Graphic Processing Unit (GPU) parallel computing approach for the BA of large-scale HRSI without GCPs. The proposed approach consists of three main components: 1) construction of a BA model without GCPs ; 2) reduction of memory consumption using the Compressed Sparse Row sparse matrix format; and 3) improvement of the computational efficiency by the use of the combined PCG and GPU parallel computing method. The experimental results showed that the proposed method: 1) consumes less memory consumption compared to the conventional full matrix format method; 2) demonstrates higher computational efficiency than the single-core, Ceres-solver and multi-core central processing unit computing methods, with 9.48, 6.82, and 3.05 times faster than the above three methods, respectively; 3) obtains comparable BA accuracy with the above three methods, with image residuals of about 0.9 pixels; and 4) is superior to the parallel bundle adjustment method in the reprojection error.",7
Identification of Drought Events in Major Basins of Africa from GRACE Total Water Storage and Modeled Products,"Elameen, Ayman M.; Jin, Shuanggen; Olago, Daniel",pp. 221-232(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000004/art00009;jsessionid=5ct67or1rhv49.x-ic-live-02,"Terrestrial water storage (TWS) plays a vital role in climatological and hydrological processes. Most of the developed drought indices from the Gravity Recovery and Climate Experiment (GRACE) over Africa neglected the influencing roles of individual water storage components in calculating the drought index and thus may either underestimate or overestimate drought characteristics. In this paper, we proposed a Weighted Water Storage Deficit Index for drought assessment over the major river basins in Africa (i. e., Nile, Congo, Niger, Zambezi, and Orange) with accounting for the contribution of each TWS component on the drought signal. We coupled the GRACE data and WaterGAP Global Hydrology Model through utilizing the component contribution ratio as the weight. The results showed that water storage components demonstrated distinctly different contributions to TWS variability and thus drought signal response in onset and duration. The most severe droughts over the Nile, Congo, Niger, Zambezi, and Orange occurred in 2006, 2012, 2006, 2006, and 2003, respectively. The most prolonged drought of 84 months was observed over the Niger basin. This study suggests that considering the weight of individual components in the drought index provides more reasonable and realistic drought estimates over large basins in Africa from GRACE.",6
Lightweight Parallel Octave Convolutional Neural Network for Hyperspectral Image Classification,"Li, Dan; Wu, Hanjie; Wang, Yujian; Li, Xiaojun; Kong, Fanqiang; Wang, Qiang",pp. 233-243(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000004/art00010;jsessionid=5ct67or1rhv49.x-ic-live-02,"Although most deep learning-based methods have achieved excellent performance for hyperspectral image (HSI) classification, they are often limited by complex networks and require massive training samples in practical applications. Therefore, designing an efficient, lightweight model to obtain better classification results under small samples situations remains a challenging task. To alleviate this problem, a novel, lightweight parallel octave convolutional neural network (LPOCNN) for HSI classification is proposed in this paper. First, the HSI data is preprocessed to construct two three-dimensional (3D) patch cubes with different spatial and spectral scales for each central pixel, removing redundancy and focusing on extracting spatial features and spectral features, respectively. Next, two non- deep parallel branches are created for the two inputs, which design octave convolution rather than classical 3D convolution to facilitate light weighting of the model. Then two-dimensional convolutional neural network is used to extract deeper spectral-spatial features when fusing spectral-spatial features from different parallel layers. Moreover, the spectral-spatial attention is designed to promote the classification performance even further by adaptively adjusting the weights of different spectral-spatial features according to their contribution to classification. Experiments show that our suggested LPOCNN acquires a significant advantage on classification performance over other competitive methods under small sample situations.",
Model-Driven Precise Degradation Analysis Method of Highway Marking Using Mobile Laser Scanning Point Clouds,"Ma, Ruifeng; Ge, Xuming; Zhu, Qing; Jia, Xin; Jiang, Huiwei; Chen, Min; Liu, Tao",pp. 245-258(14),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000004/art00011;jsessionid=5ct67or1rhv49.x-ic-live-02,"Highway markings (HMs) are representative elements of inventory digitalization in highway scenes. The accurate position, semantics, and maintenance information of HMs provide significant support for the intelligent management of highways. This article presents a robust and efficient approach for extracting, reconstructing, and degrading analyzing HMs in complex highway scenes. Compared with existing road marking extraction methods, not only can extract HMs in presence of wear and occlusion from point clouds, but we also perform a degradation analysis for HMs. First, the HMs candidate area is determined accurately by sophisticated image processing. Second, the prior knowledge of marking design rules and edge-based matching model that leverages the standard geometric template and radiometric appearance of HMs is used for accurately extracting and reconstructing solid lines and nonsolid markings of HMs, respectively. Finally, two degradation indicators are constructed to describe the completeness of the marking contour and consistency within the marking. Comprehensive experiments on two existing highways revealed that the proposed methods achieved an overall performance of 95.4% and 95.4% in the recall and 93.8% and 95.5% in the precision for solid line and nonsolid line markings, respectively, even with imperfect data. Meanwhile, a database can be established to facilitate agencies' efficient maintenance.",1
Special Issue Introduction — AI-Based Environmental Monitoring with UAV Systems,"Bakırman, Tolga",pp. 77-77(1),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000002/art00008;jsessionid=an7tnc8qgu7p1.x-ic-live-02,No Abstract,
UAS Edge Computing of Energy Infrastructure Damage Assessment,"Bowman, Jordan; Yang, Lexie; Thomas, Orrin; Kirk, Jerry; Duncan, Andrew; Hughes, David; Meade, Shannon",pp. 79-87(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000002/art00009;jsessionid=an7tnc8qgu7p1.x-ic-live-02,"Energy infrastructure assessments are needed within 72 hours of natural disasters, and previous data collection methods have proven too slow. We demonstrate a scalable end-to-end solution using a prototype unmanned aerial system that performs on-the-edge detection, classification (i.e., damaged or undamaged), and geo-location of utility poles. The prototype is suitable for disaster response because it requires no local communication infrastructure and is capable of autonomous missions. Collections before, during, and after Hurricane Ida in 2021 were used to test the system. The system delivered an F1 score of 0.65 operating with a 2.7 s/frame processing speed with the YOLOv5 large model and an F1 score of 0.55 with a 0.48 s/frame with the YOLOv5 small model. Geo-location uncertainty in the bottom half of the frame was ∼8 m, mostly driven by error in camera pointing measurement. With additional training data to improve performance and detect additional types of features, a fleet of similar drones could autonomously collect actionable post-disaster data.",
Apricot Tree Detection from UAV-Images Using Mask R-CNN and U-Net,"Erdem, Firat; Ocer, Nuri Erkin; Matci, Dilek Kucuk; Kaplan, Gordana; Avdan, Ugur",pp. 89-96(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000002/art00010;jsessionid=an7tnc8qgu7p1.x-ic-live-02,"Monitoring trees is necessary to manage and take inventory of forests, monitor plants in urban areas, distribute vegetation, monitor change, and establish sensitive and renewable agricultural systems. This study aims to automatically detect, count, and map apricot trees in an orthophoto, covering an area of approximately 48 ha on the ground surface using two different algorithms based on deep learning. Here, Mask region-based convolutional neural network (Mask R-CNN) and U-Net models were run together with a dilation operator to detect apricot trees in UAV images, and the performances of the models were compared. Results show that Mask R-CNN operated in this way performs better in tree detection, counting, and mapping tasks compared to U-Net. Mask R-CNN with the dilation operator achieved a precision of 98.7%, recall of 99.7%, F1 score of 99.1%, and intersection over union (IoU) of 74.8% for the test orthophoto. U-Net, on the other hand, has achieved a recall of 93.3%, precision of 97.2%, F1 score of 95.2%, and IoU of 58.3% when run with the dilation operator. Mask R-CNN was able to produce successful results in challenging areas. U-Net, on the other hand, showed a tendency to overlook existing trees rather than generate false alarms.",5
Comparative Analysis of Different CNN Models for Building Segmentation from Satellite and UAV Images,"Sariturk, Batuhan; Kumbasar, Damla; Seker, Dursun Zafer",pp. 97-105(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000002/art00011;jsessionid=an7tnc8qgu7p1.x-ic-live-02,"Building segmentation has numerous application areas such as urban planning and disaster management. In this study, 12 CNN models (U-Net, FPN, and LinkNet using EfficientNet-B5 backbone, U-Net, SegNet, FCN, and six Residual U-Net models) were generated and used for building segmentation. Inria Aerial Image Labeling Data Set was used to train models, and three data sets (Inria Aerial Image Labeling Data Set, Massachusetts Buildings Data Set, and Syedra Archaeological Site Data Set) were used to evaluate trained models. On the Inria test set, Residual-2 U-Net has the highest F1 and Intersection over Union (IoU) scores with 0.824 and 0.722, respectively. On the Syedra test set, LinkNet-EfficientNet-B5 has F1 and IoU scores of 0.336 and 0.246. On the Massachusetts test set, Residual-4 U-Net has F1 and IoU scores of 0.394 and 0.259. It has been observed that, for all sets, at least two of the top three models used residual connections. Therefore, for this study, residual connections are more successful than conventional convolutional layers.",3
Unmanned Aerial Vehicle (UAV)–Based Imaging Spectroscopy for Predicting Wheat Leaf Nitrogen,"Sahoo, Rabi N.; Gakhar, Shalini; Rejith, R.G.; Ranjan, Rajeev; Meena, Mahesh C.; Dey, Abir; Mukherjee, Joydeep; Dhakar, Rajkumar; Arya, Sunny; Daas, Anchal; Babu, Subhash; Upadhyay, Pravin K.; Sekhawat, Kapila; SudhirKumar; Kumar, Mahesh; Chinnusamy, Viswanathan; Khanna, Manoj",pp. 107-116(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000002/art00012;jsessionid=an7tnc8qgu7p1.x-ic-live-02,"Quantitative estimation of crop nitrogen is the key to site-specific management for enhanced nitrogen (N) use efficiency and a sustainable crop production system. As an alternate to the conventional approach through wet chemistry, sensor-based noninvasive, rapid, and near-real-time assessment of crop N at the field scale has been the need for precision agriculture. The present study attempts to predict leaf N of wheat crop through spectroscopy using a field portable spectroradiometer (spectral range of 400–2500 nm) on the ground in the crop field and an imaging spectrometer (spectral range of 400–1000 nm) from an unmanned aerial vehicle (UAV) with the objectives to evaluate (1) four multivariate spectral models (i.e., artificial neural network, extreme learning machine [ELM], least absolute shrinkage and selection operator, and support vector machine regression) and (2) two sets of hyperspectral data collected from two platforms and two different sensors. In the former part of the study, ELM outperforms the other methods with maximum calibration and validation R2 of 0.99 and 0.96, respectively. Furthermore, the image data set acquired from UAV gives higher performance compared to field spectral data. Also, significant bands are identified using stepwise multiple linear regression and used for modeling to generate a wheat leaf N map of the experimental field.",8
Car Detection from Very High-Resolution UAV Images Using Deep Learning Algorithms,"Kaya, Yunus; Şenol, Halil İbrahim; Yiğit, Abdurahman Yasin; Yakar, Murat",pp. 117-123(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000002/art00013;jsessionid=an7tnc8qgu7p1.x-ic-live-02,"It is important to determine car density in parking lots, especially in hospitals, large enterprises, and residential areas, which are used intensively, in terms of executing existing management systems and making precise plans for the future. In this study, cars in parking lots were detected using high-resolution unmanned aerial vehicle (UAV) images with deep learning methods. We tested the performance of the two approaches by determining the number of cars in a parking lot using the You Only Look Once (YOLOv3) and Mask Region–Based Convolutional Neural Networks (Mask R-CNN) approaches as deep learning methods and the deep learning tool of Esri ArcGIS Pro. High-resolution UAV images were processed by photogrammetry and used as input products for the R-CNN and YOLOv3 algorithm. Recall, F1 score, precision ratio/uncertainty accuracy, and average producer accuracy of products automatically extracted with the algorithm were determined as 0.862/0.941, 0.874/0.946, 0.885/0.951, and 0.776/0.897 for R-CNN and YOLOv3, respectively.",9
Exploring the Addition of Airborne Lidar-DEM and Derived TPI for Urban Land Cover and Land Use Classification and Mapping,"Akumu, Clement E.; Dennis, Sam",pp. 19-26(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000001/art00010;jsessionid=14s2l113tzzrc.x-ic-live-03,"The classification and mapping accuracy of urban land cover and land use has always been a critical topic and several auxiliary data have been used to improve the classification accuracy. However, to the best of our knowledge, there is limited knowledge of the addition of airborne Light Detection and Ranging (lidar)-Digital Elevation Model (DEM) and Topographic Position Index (TPI) for urban land cover and land use classification and mapping. The aim of this study was to explore the addition of airborne lidar-DEM and derived TPI to reflect data of Landsat Operational Land Imager (OLI) in improving the classification accuracy of urban land cover and land use map- ping. Specifically, this study explored the mapping accuracies of urban land cover and land use classifications derived using: 1) standalone Landsat OLI satellite data; 2) Landsat OLI with acquired airborne lidar-DEM ; 3) Landsat OLI with TPI ; and 4) Landsat OLI with airborne lidar-DEM and derived TPI. The results showed that the addition of airborne lidar-DEM and TPI yielded the best overall urban land cover and land use classification accuracy of about 88%. The findings in this study demonstrated that both lidar-DEM and TPI had a positive impact in improving urban land cover and land use classification.",
A Machine Learning Method for Building Height Estimation Based on Sentinel-2 Bi-Temporal Images,"Deng, Zhigang; Fan, Xiwei; Chen, Jian",pp. 27-36(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000001/art00011;jsessionid=14s2l113tzzrc.x-ic-live-03,"Building height information is essential for many applications such as urban planning and population density estimation. The building shadow length varies according to seasons, which is shown as different digital number values in multi-temporal images. Thus, the bi-temporal satellite remote sensing images of Sentinel-2 are used to estimate the buildings height in this study. An area of 15 km × 15 km in Beijing, China is taken as the study area. By preprocessing the data, the remaining pixels are split into two parts: 70% as the training data set and the rest as the testing data set. Then, one classification model and three regression models are proposed with using Random Forest (RF) method. Based on the testing data, it shows that the accuracy rate of the classification model has reached 98.4% with the kappa coefficient of 0.93. And the regression models' root-mean-square error (RMSE) is 0.61 floor for 1–6 floors group, 0.41 floor for 7–12 floor group, and 0.98 floor for above 12 floor group. The final RMSE is 1.62 floor with RF models. In general, this study shows the feasibility of using satellite mid-resolution optical image to estimate the building height and provides an important reference for regional building height estimation in the future.",2
Generation of High-Resolution Orthomosaics from Historical Aerial Photographs Using Structure-from-Motion and Lidar Data,"Suh, Ji Won; Ouimet, William",pp. 37-46(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000001/art00012;jsessionid=14s2l113tzzrc.x-ic-live-03,"This study presents a method to generate historical orthomosaics using Structure-from-Motion (SfM ) photogrammetry, historical aerial photographs, and lidar data, and then analyzes the horizontal accuracy and factors that can affect the quality of historical orthoimagery products made with these approaches. Two sets of historical aerial photographs (1934 and 1951) were analyzed, focused on the town of Woodstock in Connecticut, U.S.A. Ground control points (GCPs) for georeferencing were obtained by overlaying multiple data sets, including lidar elevation data and derivative hillshades, and recent orthoimagery. Root-Mean-Square Error values of check points (CPs ) for 1934 and 1951 orthomosaics without extreme outliers are 0.83 m and 1.37 m, respectively. Results indicate that orthomosaics can be used for standard mapping and geographic information systems (GIS ) work according to the ASPRS 1990 accuracy standard. In addition, results emphasize that three main factors can affect the horizontal accuracy of orthomosaics: (1) types of CPs, (2) the number of tied photos, and (3) terrain.",2
The Cellular Automata Approach in Dynamic Modelling of Land Use Change Detection and Future Simulations Based on Remote Sensing Data in Lahore Pakistan,"Ahmad, Muhammad Nasar; Shao, Zhenfeng; Javed, Akib; Islam, Fakhrul; Ahmad, Hafiz Haroon; Aslam, Rana Waqar",pp. 47-55(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000001/art00013;jsessionid=14s2l113tzzrc.x-ic-live-03,"Rapid urbanization has become an immense problem in Lahore city, causing various socio-economic and environmental problems. Therefore, it is noteworthy to monitor land use/land cover (LULC) change detection and future LULC patterns in Lahore. The present study focuses on evaluating the current extent and modeling the future LULC developments in Lahore, Pakistan. Therefore, the semi-automatic classification model has been applied for the classification of Landsat satellite imagery from 2000 to 2020. And the Modules of Land Use Change Evaluation (MOLUSCE) cellular automata (CA-ANN) model was implemented to simulate future land use trends for the years 2030 and 2040. This study project made use of Landsat, Shuttle Radar Topography Mission Digital Elevation Model, and vector data. The research methodology includes three main steps: (i) semi-automatic land use classification using Landsat data from 2000 to 2020; (ii) future land use prediction using the CA-ANN (MOLUSCE) model; and (iii) monitoring change detection and interpretation of results. The research findings indicated that there was a rise in urban areas and a decline in vegetation, barren land, and water bodies for both the past and future projections. The results also revealed that about 27.41% of the urban area has been increased from 2000 to 2020 with a decrease of 42.13% in vegetation, 2.3% in barren land, and 6.51% in water bodies, respectively. The urban area is also expected to grow by 23.15% between 2020 and 2040, whereas vegetation, barren land, and water bodies will all decline by 28.05%, 1.8%, and 12.31%, respectively. Results can also aid in the long-term, sustainable planning of the city. It was also observed that the majority of the city's urban area expansion was found to have occurred in the city's eastern and southern regions. This research also suggests that decision-makers and municipal Government should reconsider city expansion strategies. Moreover, the future city master plans of 2050 must emphasize the relevance of rooftop urban planting and natural resource conservation.",17
Automatic Registration Method of Multi-Source Point Clouds Based on Building Facades Matching in Urban Scenes,"Tan, Yumin; Shi, Yanzhe; Li, Yunxin; Xu, Bo",pp. 767-782(16),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000012/art00010;jsessionid=2e51tnjeh0x6f.x-ic-live-02,"Both UAV photogrammetry and lidar have become common in deriv- ing three-dimensional models of urban scenes, and each has its own advantages and disadvantages. However, the fusion of these multi- source data is still challenging, in which registration is one of the most important stages. In this paper, we propose a method of coarse point cloud registration which consists of two steps. The first step is to extract urban building facades in both an oblique photogram- metric point cloud and a lidar point cloud. The second step is to align the two point clouds using the extracted building facades. Object Vicinity Distribution Feature (Dijkman and Van Den Heuvel 2002) is introduced to describe the distribution of building facades and register the two heterologous point clouds. This method provides a good initial state for later refined registration process and is transla - tion, rotation, and scale invariant. Experiment results show that the accuracy of this proposed automatic registration method is equiva- lent to the accuracy of manual registration with control points.",4
The Simulation and Prediction of Land Surface Temperature Based on SCP and CA-ANN Models Using Remote Sensing Data: A Case Study of Lahore,"Ahmad, Muhammad Nasar; Zhengfeng, Shao; Yaseen, Andaleeb; Khalid, Muhammad Nabeel; Javed, Akib",pp. 783-790(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000012/art00011;jsessionid=2e51tnjeh0x6f.x-ic-live-02,"Over the last two decades, urban growth has become a major issue in Lahore, accelerating land surface temperature (LST) rise. The present study focused on estimating the current situation and simulating the future LST patterns in Lahore using remote sensing data and machine learning models. The semi-automated classification model was applied for the estimation of LST from 2000 to 2020. Then, the cellular automata-artificial neural networks (CA-ANN) module was implemented to predict future LST patterns for 2030 and 2040, respectively. Our research findings revealed that an average of 2.8 °C of land surface temperature has increased, with a mean LST value from 37.25 °C to 40.10 °C in Lahore during the last two decades from 2000 to 2020. Moreover, keeping CA-ANN simulations for land surface temperature, an increase of 2.2 °C is projected through 2040, and mean LST values will be increased from 40.1 °C to 42.31 °C by 2040. The CA-ANN model was validated for future LST simulation with an overall Kappa value of 0.82 and 86.2% of correctness for the years 2030 and 2040 using modules for land-use change evaluation. The study also indicates that land surface temperature is an important factor in environmental changes. Therefore, it is suggested that future urban planning should focus on urban rooftop plantations and vegetation conservation to minimize land surface temperature increases in Lahore.",4
Permanganate Index Variations and Factors in Hongze Lake from Landsat-8 Images Based on Machine Learning,"Lv, Yan; Guo, Hongwei; Jin, Shuanggen; Wang, Lu; Bian, Haiyi; Liu, Haijian",pp. 791-802(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000012/art00012;jsessionid=2e51tnjeh0x6f.x-ic-live-02,"The permanganate index (CODMn), defined as a comprehensive index to measure the degree of surface water pollution by organic matter and reducing inorganic matter, plays an important role in indicating water pollution and evaluating aquatic ecological health. However, remote sensing monitoring of water quality is presently focused mainly on phytoplankton, suspended particulate matter, and yellow substance, while there is still great uncertainty in the retrieval of CODMn. In this study, the Landsat-8 surface reflectance data set from Google Earth Engine and in situ CODMnmeasurements were matched. The support vector regression (SVR) machine learning model was calibrated using the matchups. With the SVR model, this study estimates the CODMnin Hongze Lake, presents the historical spatiotemporal CODMndistributions, and discusses the affecting factors of the change trend of the CODMnin Hongze Lake. The results showed that the SVR model adequately estimated CODMn, with a sum squared error of 1.49 mg2/L2, a coefficient of determination (R2) of 0.95, and a root mean square error of 0.15 mg/L. CODMnin Hongze Lake was high in general and showed a decreasing trend in the past decade. Huai River, Xinsu River, and Huaihongxin River were still the main sources of oxygen-consuming pollutants in Hongze Lake. The wetland natural reserve near Yugou had a significant effect on reducing CODMn. This study provides not only a scientific reference for the management of CODMnin Hongze Lake, but also a feasible scheme for remote sensing monitoring of CODMnin inland water.",2
Exploring Spatiotemporal Variations and Driving Factors of Urban Comprehensive Carrying Capacity in the Yangtze River Delta Urban Agglomeration,"Guo, Songjing; Wu, Xueling; Niu, Ruiqing; Wu, Wenfu",pp. 803-812(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000012/art00013;jsessionid=2e51tnjeh0x6f.x-ic-live-02,"The Yangtze River Delta urban agglomeration (YRDUA) is one of the most active economic development regions in China. However, the YRDUA is facing the severe test of sustainable development. Therefore, this study evaluates the urban comprehensive carrying capacity (UCCC) of cities in the YRDUA from 2009 to 2019 from natural, social, and economic perspectives, and uses the Geographically and Temporally Weighted Regression model to analyze driving factors of spatiotemporal variations of the UCCC. Besides, this study divides the UCCC into three levels: high, medium, and low. The results indicate that: 1) there is a significant spatial heterogeneity of the UCCC in the YRDUA; 2) the UCCC in the YRDUA is generally at medium level and presents a gradually increasing trend; 3) 10 driving factors significantly affect the UCCC, and the influence intensity is non-stationary in time and space. These findings can provide references for improving the UCCC in the YRDUA.",
"Development of Technique for Vehicle Specific Off-Road Trafficability Assessment Using Soil Cone Index, Water Index, and Geospatial Data","Pundir, Sunil Kumar; Garg, Rahul Dev",pp. 689-697(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000011/art00009;jsessionid=9eer5pjqne5cm.x-ic-live-02,"Nowadays, the type of vehicles, either tracked or wheeled in the Army has increased considerably and every decision maker wants the current details of off-road trafficability for operation planning. Therefore, vehicle-specific trafficability maps are the need of the hour. Emphasis should be given on soils capable of bearing the moving load of a vehicle and it is an important factor to be considered. Soil variability in spatial and temporal dimensions affects the assessment of off-road trafficability. Genetically, it is assumed that similar soil types behave similarly at a regional scale to reduce the complexity due to its variability. Remolding Cone Index (RCI) of Soil is the indicator of its capability and for generic solution; its value can be related to gravimetric moisture of soil for getting a general idea. In this paper, a logics-based, new concept has been introduced to rationalize the RCI values of these moist areas. Most significantly, moisture- and water-bound areas play an important role in the assessment of off-road trafficability. Therefore, to cover larger areas, a grid-based approach was taken as a base and, to get a preliminary idea of prevailing moisture, Normalized Difference Water Index was also mapped. Every vehicle has fixed vehicle cone index based on its vehicular characteristics and can be related with RCI for trafficability purpose. This new technique will save time and field work and is immensely useful for the trafficability assessment of any specific vehicle.",2
The Use of Indices and Modified U-Net Network in Improving the Classification of Planting Structures,"Li, Weidong; Meng, Fanqian; Bai, Linyan; Yu, Yongbo; Ullah, Inam; Duan, Jinlong; Zhang, Xuehai",pp. 699-706(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000011/art00011;jsessionid=9eer5pjqne5cm.x-ic-live-02,"It was difficult to accurately obtain crop planting structure by using the spectral information of high spatial resolution and low spatial resolution multispectral images of panchromatic images at the same time. In this paper, we propose a method of planting structure extraction based on indices and an improved U-Net semantic segmentation network. Based on the original band of Landsat-8, we used an image fusion algorithm to highlight the characteristics of vegetation, water, and soil respectively by three indices added, and the improved U-Net network was used to classify the type of planting structure. The results showed that the overall accuracy of classification was more than 91.6%, and the accuracy of crops was up to 93.8%. Automated water extraction index in image fusion effectively improved the classification accuracy. This method could extract a variety of information about planting structures automatically and accurately. It provided theoretical support for adjusting and optimizing regional planting structures.",
Managing Earth Hazards Using the Deep Reinforcement Learning Algorithm for the Industrial Internet of Things Network,"Liu, Weiwei",pp. 707-714(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2022/00000088/00000011/art00012;jsessionid=9eer5pjqne5cm.x-ic-live-02,"Wireless networks using resource management with the enormous number of Internet of Things (IoT) users is a critical problem in developing networks for the fifth generation. The primary aim of this research is to optimize the use of IoT network resources. Earth surface features can be identified and their geo-biophysical properties estimated using radiation as the medium of interaction in remote sensing techniques (RST). Deep reinforcement learning (DRL) has significantly improved traditional resource management, which is challenging to model. The Industrial Internet of Things (IIoT) network has to be carried out in real time with excess network resources. Conventional techniques have a significant challenge because of the extensive range and complexity of wireless networks. The DRL method has been used in several areas, including management and allocation of resources, dynamic channel access, mobile downloading, unified edge computing, caching and communication, and fog radio access networks. DRL -IIoT is more successful than the Q-learning technique for a single agent. The design and analysis of the DRL -based approach in stationary base stations to solve the typical assignment of resources issues have been mostly restricted. The DRL is used as a clustering technique to construct the primary model of the system with k-means. This article discusses optical and microwave sensors in RST techniques and applications, examines the areas where there are gaps, and discusses Earth hazards. Furthermore, a comprehensive resource-based strengthening learning system is developed to ensure the best use of resources. Simulation results show that the suggested method efficiently (97.24%) allocates available spectrum, cache, and computer resources to deep deterministic policy gradient benchmarks.",
